Manufacturer,Name,Price (in Rupees),Compatible networks,Release Date,OS,Chipset,CPU,GPU,Memory (in GB),Storage (in GB),SIM,Battery (in mAh),Charging (in Watts),Display Size (in Inches),Display Type,Refresh Rate,Sound,Rear Camera (in MP),Front Camera (in MP),Connectivity,Water resistance
Samsung,Samsung Galaxy Z Flip 4,89999,2G / 3G / 4G LTE / 5G,2022-08-26,Android 13,Qualcomm Snapdragon8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno730,8,512,eSIM,3700,25.0,6.7,AMOLED,120,Stereo Speakers,12,10,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspotBluetooth 5.1, A2DP, LE",IPX8
Samsung,Samsung Galaxy Z Fold,154999,2G / 3G / 4G LTE / 5G,2022-08-25,Android 13,Qualcomm Snapdragon8+ Gen1 (4 nm),Octa-core (1x 3.19 GHz Cortex-X2 & 3x 2.75 GHz Cortex-A710 & 4x 1.80 GHz Cortex-A510),Adreno730,12,512,eSIM,4400,25.0,7.6,AMOLED,120,Stereo Speakers,50,16,"Wi-Fi 802.12 7, dual-band, Wi-Fi Direct, hotspotBluetooth 5.3, A2DP, LE, aptX HDA-GPS, GLONASS, GALILEO, BDS",IPX8
Sony,Sony Xperia 1 IV,84999,2G / 3G / 4G LTE / 5G,2022-06-01,Android 12,Qualcomm Snapdragon8 Gen 1 (SM8450),"Octa-core,4Â nm (4LPE)1x 3.00 GHzKryo Prime(ARM Cortex-X2-based)3x 2.40 GHzKryo Gold(ARM Cortex-A710-based)4x 1.7 GHzKryo Silver(ARM Cortex-A510-based)",Adreno730,12,512,eSIM,4500,25.0,6.5,OLED,120,Stereo Speakers,12,12,"Wi-Fi802.11 a/b/g/n/ac/ax (2.4/5GHz)Bluetooth 5.2USB-CNFCGPSwithAssisted GPSGalileoGLONASSBeiDouMobile FeliCa/Osaifu-Keitai(XQ-CT44, SO-51C, SOG06 and A201SO models only)",IPX8
Sony,Sony Xperia 5 IV,79490,2G / 3G / 4G LTE / 5G,2022-09-22,Android 13,Qualcomm Snapdragon8 Gen 1 (SM8450),"Octa-core,4Â nm (4LPE)1x 3.00 GHzKryo Prime(ARM Cortex-X2-based)3x 2.40 GHzKryo Gold(ARM Cortex-A710-based)4x 1.7 GHzKryo Silver(ARM Cortex-A510-based)",Adreno730,8,256,eSIM,4500,30.0,6.1,OLED,120,Stereo Speakers,12,12,"Wi-Fi802.11 a/b/g/n/ac/ax (2.4/5GHz)Bluetooth 5.2USB-CNFCGPSwithAssisted GPSGalileoGLONASSBeiDouMobile FeliCa/Osaifu-Keitai(XQ-CQ44, SO-54C, SOG09 and A204SO models only)",IP68
Sony,Sony Xperia 10 IV,32999,2G / 3G / 4G LTE / 5G,2022-06-30,Android 12,Qualcomm Snapdragon695,Octa-core (2â€‰Ã—â€‰2.2GHzKryo660 Gold +6â€‰Ã—â€‰1.7GHzKryo660 Silver),Adreno619,6,128,eSIM,4500,30.0,,OLED,120,Loudspeaker,12,12,"Wi-Fi802.11 a/b/g/n/ac (2.4/5GHz)Bluetooth 5.1USB-CNFCGPSwithAssisted GPSGLONASSMobile FeliCa/Osaifu-Keitai(XQ-CC44, SO-52C, SOG07 and A202SO models only)",IP68
Tecno,Techno Camon 19,13649,2G / 3G / 4G LTE,2022-06-28,Android 12,Camon 19:MediaTek HelioG85Camon 19 Pro:MediaTek HelioG96Camon 19 Pro 5G:MediaTek Dimensity810,"Octa-core (2x2.0 GHzCortex-A75& 6x1.8 GHzCortex-A55, Octa-core (2x2.05 GHzCortex-A76& 6x2.0 GHz Cortex-A55, Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55","Mali-G52 MC2, Mali-G57 MC2",16,256,Dual SIM,4500,33.0,6.8,IPS LCD,60,Loudspeaker,64,16,Bluetooth 5.0Wi-Fi 802.11b/g/n3G/LTE/5G,IP55
Tecno,Techno Phantom X2,36990,2G / 3G / 4G LTE / 5G,2023-01-20,Android 12,MediaTek Dimensity 9000,"Octa-core, (1Ã—3.05Â GHzCortex-X2& 3Ã—2.85Â GHzCortex-A710& 4Ã—1.80Â GHzCortex-A510)",Mali-G710 MC10,12,256,Dual SIM,4500,45.0,6.8,AMOLED,120,Loudspeaker,64,32,"Bluetooth 5.3Wi-Fi 802.11a/b/g/n/ac, dual-band",IP55
Tecno,Techno Spark 9,6999,2G / 3G / 4G LTE / 5G,2022-06-06,Android 12,Spark 9T:MediaTek HelioG37Spark 9 Pro:MediaTek HelioG85,"Octa-core (2x2.0 GHzCortex-A75& 6x1.8 GHzCortex-A55), Octa-core (4x2.3 GHzCortex-A53& 4x1.8 GHz Cortex-A53)","PowerVR GE8320,Mali-G52 MC2",8,128,Dual SIM,4500,18.0,6.6,IPS LCD,60,Stereo Speakers,13,32,Bluetooth 5.0Wi-Fi 802.11b/g/n3G/LTE,IP55
Vivo,Vivo T1 (2022),14499,2G / 3G / 4G LTE / 5G,2021-10-20,Android 11,T1(China):QualcommSnapdragon778GT1x:MediatekDimensity 900T1(India):QualcommSnapdragon695,Octa-coreT1(China):Octa-core (4x2.4 GHz Kryo 670 & 4x1.8 GHz Kryo 670)T1x:Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55)T1(India):Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver),T1(China):Adreno642LT1x:Mali-G68 MC4T1(India):Adreno 619,12,256,Dual SIM,5000,33.0,6.67,IPS LCD,120,Stereo Speakers,48,12,"T1:Bluetooth 5.2,Wi-Fia/b/g/n/ac, A2DP, LE, aptX HD, aptX AdaptiveT1x:Bluetooth 5.2,Wi-Fia/b/g/n/ac, A2DP, LE, aptX HDT1 5G:Bluetooth 5.1,Wi-Fia/b/g/n/ac, A2DP, LE",None
Vivo,Vivo X Fold,106990,2G / 3G / 4G LTE / 5G,2022-04-11,Android 12,X Fold:Qualcomm Snapdragon8 Gen 1 (4 nm)X Fold+:Qualcomm Snapdragon 8+ Gen 1 (4 nm),X Fold:Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510)X Fold+:Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno 730,12,512,Dual SIM,4600,80.0,8.03,AMOLED,120,Stereo Speakers,50,16,"Wi-Fi802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspotBluetooth5.2, A2DP, LE, aptX HDA-GPS, GLONASS, BDS, GALILEO, QZSS, NavIC",IP68
Vivo,Vivo X Note,71490,2G / 3G / 4G LTE / 5G,2022-04-11,Android 12,Qualcomm Snapdragon 8 Gen 1 (4 nm),Octa-core (1x3.00 GHz Cortex-X2 & 3x2.50 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno730,12,512,Dual SIM,5000,80.0,7.0,AMOLED,120,Stereo Speakers,50,16,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspotBluetooth 5.2, A2DP, LE, aptX HD",IP68
Vivo,Vivo X80,54999,2G / 3G / 4G LTE / 5G,2022-04-25,Android 12,X80:MediatekDimensity 9000X80 Pro:Qualcomm Snapdragon 8 Gen 1 orMediatekDimensity 9000,"Octa-core,X80:(1x 2.8Â GHzCortex-A78+ 3x 2.6Â GHz Cortex-A78 + 4x 2.0Â GHzCortex-A55)X80 Pro:(1x 3.0Â GHz + 3x 2.42Â GHz + 4x 1.7Â GHz Cortex-A510) or (1x 2.8Â GHzCortex-A78+ 3x 2.6Â GHz Cortex-A78 + 4x 2.0Â GHzCortex-A55)",X80:Mali-G78 MP10X80 Pro:Adreno 730 orMali-G78 MP10,12,512,Dual SIM,4500,80.0,6.78,AMOLED,120,Loudspeaker,48,12,"Bluetooth 5.1/5.2Wi-Fia/b/g/n/ac/6A2DP, LE, aptX HD",IP68
Vivo,Vivo X90,59999,2G / 3G / 4G LTE / 5G,2023-05-05,Android 13,X90/X90 Pro:Mediatek Dimensity 9200X90 Pro+:Qualcomm Snapdragon 8 Gen 2 (4 nm),X90/X90 Pro:Octa-core (1x3.05 GHz Cortex-X2 & 3x2.85 GHz Cortex-A710 & 4x1.80 GHz Cortex-A660)X90 Pro+:Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),X90/X90 Pro:Arm Mali-G715-ImmortalisX90 Pro+:Adreno740,12,512,Dual SIM,4810,120.0,6.78,AMOLED,120,Stereo Speakers,50,32,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi DirectBluetooth	5.3, A2DP, LE, aptX HD",IP68
Xiaomi,Xiaomi 13,47499,2G / 3G / 4G LTE / 5G,2022-12-11,Android 13,13/13 Pro:Qualcomm Snapdragon8 Gen 2 (4 nm)13 Lite:Qualcomm Snapdragon7 Gen 1 (4 nm),13/13 Pro:Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510)13 Lite:Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),13/13 Pro:Adreno74013 Lite:Adreno644,12,512,Dual SIM,4500,120.0,6.36,AMOLED,120,Stereo Speakers,50,32,"Wi-Fi 802.11 a/b/g/n/ac/6 or 6e (market dependent), dual-band, Wi-Fi DirectBluetooth 5.2, A2DP, LE",IP68
Xiaomi,Xiaomi MIX Fold 2,106990,2G / 3G / 4G LTE / 5G,2022-08-11,Android 12,Qualcomm Snapdragon8+ Gen 1 (4 nm),Octa-core (1x3.19 GHz Cortex-X2 & 3x2.75 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno730,12,512,Dual SIM,4500,67.0,8.02,AMOLED,120,Stereo Speakers,50,20,"Wi-Fi 802.11 a/b/g/n/ac/6e, dual-band, Wi-Fi Direct, hotspotBluetooth 5.2, A2DP, LE",IP68
Fairphone,Fairphone 5,63090,2G / 3G / 4G LTE / 5G,2023-08-30,Android 13,QualcommQCM6490,Kryo 670,Adreno643,8,256,eSIM,4200,30.0,6.46,OLED,90,Stereo Speakers,50,50,Wi-Fi 6EBluetooth 5.2NFCDual bandGNSS(GPS/GLONASS/BeiDou/Galileo)USB-C3.0,IP55
Nothing,Nothing Phone 2,44999,2G / 3G / 4G LTE / 5G,2023-07-11,Android 13,Qualcomm Snapdragon8+ Gen1,Octa-core (1x3.0 GHz Cortex-X2 & 3x2.5 GHz Cortex-A710 & 4x1.80 GHz Cortex-A510),Adreno730,12,512,Dual SIM,4700,45.0,6.7,OLED,120,Stereo Speakers,50,32,"Wi-Fi802.11 a/b/g/n/ac/6,dual-band,Wi-Fi DirectBluetooth5.3, A2DP, LE",IP54
Google,Pixel 7a,43999,2G / 3G / 4G LTE / 5G,2023-05-10,Android 13,Google Tensor G2,Octa-core (2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Mali-G710 MP7,8,128,eSIM,4385,18.0,6.1,OLED,90,Stereo Speakers,64,13,Wi-Fi 6E+ HE80 +MIMOBluetooth 5.3NFCGoogle CastGNSS(GPS/GLONASS/Galileo/QZSS)USB-C 3.2,IP67
Google,Pixel Fold,147490,2G / 3G / 4G LTE / 5G,2023-06-28,Android 13,Google Tensor G2,Octa-core (2x2.85 GHz Cortex-X1 & 2x2.35 GHz Cortex-A78 & 4x1.80 GHz Cortex-A55),Mali-G710 MP7,12,512,eSIM,4500,30.0,7.6,OLED,120,Stereo Speakers,48,5,Wi-Fi 6E+ HE160 +MIMOBluetooth 5.2NFCGoogle CastDual-bandGNSS(GPS/GLONASS/Galileo/QZSS)USB-C3.2,IPX8
Xiaomi,Redmi 12,9999,2G / 3G / 4G LTE / 5G,2023-06-15,Android 13,12:MediatekHelio G88 (12nm)12 5G/Note 12R/POCO M6 Pro:QualcommSnapdragon4 Gen 2 (4nm),12:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)12 5G/Note 12R/POCO M6 Pro:Octa-core (2x2.2 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),12:Mali-G52 MC212 5G/Note 12R/POCO M6 Pro:Adreno613,12,256,Dual SIM,5000,18.0,6.79,IPS LCD,90,Loudspeaker,50,8,"Wi-Fi 802.11 a/b/g/n/ac, dual-bandBluetooth 5.3, A2DP, LE",IP53
Xiaomi,Redmi Note 12,12999,2G / 3G / 4G LTE / 5G,2022-11-01,Android 13,Note 12:Qualcomm Snapdragon685 (6 nm)Note 12 5G/12R Pro:Qualcomm Snapdragon4 Gen 1 (6 nm)Note 12 Pro 5G/Pro+/Explorer:MediaTek Dimensity 1080 (6 nm)Poco X5:Qualcomm Snapdragon 695 (6 nm)Note 12 Pro Speed/Poco X5 Pro:Qualcomm Snapdragon 778G (6 nm)Note 12 Turbo/Poco F5:Qualcomm Snapdragon 7+ Gen 2 (4 nm)Note 12T Pro:MediaTek Dimensity 8200 Ultra (4 nm),Note 12:Octa-core (4x2.8 GHz Kryo 265 Gold & 4x1.9 GHz Kryo 265 Silver)Note 12 5G/12R Pro:Octa-core (2x2.0 GHz Cortex-A78 & 6x1.8 GHz Cortex-A55)Note 12 Pro 5G/Pro+/Discovery:Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55)Poco X5:Octa-core (2x2.2 GHz Kryo 660 Gold & 6x1.7 GHz Kryo 660 Silver)Note 12 Pro Speed/Poco X5 Pro:Octa-core (1x2.4 GHz Cortex-A78 & 3x2.2 GHz Cortex-A78 & 4x1.9 GHz Cortex-A55)Note 12 Turbo/Poco F5:Octa-core (1x2.91 GHz Cortex-X2 & 3x2.49 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510)Note 12T Pro:Octa-core (1x3.1 GHz Cortex-A78 & 3x3.0 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Note 12:Adreno610Note 12 5G/12R Pro/Poco X5:Adreno619Note 12 Pro 5G/Pro+/Discovery:Mali-G68 MC4Note 12 Pro Speed/Poco X5 Pro:Adreno642LNote 12 Turbo/Poco F5:Adreno725Note 12T Pro:Mali-G610 MC6,16,512,Dual SIM,5000,210.0,6.67,OLED,120,Stereo Speakers,50,13,"Wi-Fi 802.11 a/b/g/n/ac/6 (except Note 12/5G/12R Pro/Poco X5), dual-band, Wi-Fi Direct, hotspotBluetooth 5.0 (Note 12), 5.1 (Note 12 5G/12R Pro/Poco X5), 5.2, 5.3 (Note 12 Turbo/12T Pro/Poco F5), A2DP, LE",IP53
Asus,ROG Phone 7,74999,2G / 3G / 4G LTE / 5G,2023-04-13,Android 13,Qualcomm Snapdragon8 Gen 2 (4 nm),Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno740,16,512,Dual SIM,6000,65.0,6.78,AMOLED,165,Stereo Speakers,50,32,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi DirectBluetooth	5.2, A2DP, LE, aptX HD, aptX Adaptive",IP54
Samsung,Samsung Galaxy A14,15999,2G / 3G / 4G LTE / 5G,2023-01-12,Android 13,A14:MediatekMT6769 Helio G80 (12 nm) (Europe & Middle East) orExynos850 (8 nm) (America & Asia)A14 5G:MediatekMT6833 Dimensity 700 (7 nm),A14:Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)A14 5G:(2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),A14:Mali-G52 MC2A14 5G:Mali-G57 MC2,6,128,eSIM,5000,15.0,6.6,IPS LCD,90,Loudspeaker,50,13,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi DirectBluetooth 5.0, A2DP, LE",None
Samsung,Samsung Galaxy A24,18090,2G / 3G / 4G LTE,2023-05-23,Android 13,MediatekMT8781 Helio G99 (6nm),Octa-core (2x2.2 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G57 MC2,6,256,Dual SIM,5000,25.0,6.5,AMOLED,90,Loudspeaker,50,12,"Wi-Fi802.11 a/b/g/n/ac,dual-band,Wi-Fi Direct,hotspotBluetooth 5.2, A2DP, LEA-GPS, GLONASS, GALILEO, BDS",None
Samsung,Samsung Galaxy A34 5g,28999,2G / 3G / 4G LTE / 5G,2023-03-24,Android 13,MediaTekDimensity1080 (6 nm),Octa-core (2x2.6 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MC4,8,256,Dual SIM,5000,25.0,6.6,AMOLED,120,Loudspeaker,48,13,"Wi-Fi802.11 a/b/g/n/ac,dual-band,Wi-Fi Direct,hotspotBluetooth 5.3, A2DP, LEA-GPS, GLONASS, GALILEO, BDS, QZSS",IP67
Samsung,Samsung Galaxy A54 5g,35000,2G / 3G / 4G LTE / 5G,2023-03-24,Android 13,Exynos1380 (5 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G68 MP5,8,256,eSIM,5000,25.0,6.4,AMOLED,120,Stereo Speakers,50,32,"Wi-Fi 6802.11 a/b/g/n/ac/ax 2.4G-5GHz,dual-band,Wi-Fi Direct,hotspotBluetooth 5.1, A2DP, LEA-GPS, GLONASS, GALILEO, BDS",IP67
Samsung,Samsung Galaxy F04,6999,2G / 3G / 4G LTE,2023-01-12,Android 13,Mediatek MT6765 Helio P35 (12nm),Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,4,64,Dual SIM,5000,15.0,6.5,IPS LCD,60,Loudspeaker,13,5,"Wi-Fi 802.11 b/g/n, Wi-Fi DirectBluetooth 5.0, A2DP, LE",None
Samsung,Samsung Galaxy M14 5g,13380,2G / 3G / 4G LTE / 5G,2023-03-23,Android 13,Exynos1330 (5nm),Octa-core (2x2.4 GHz Cortex-A78 & 6x2.0 GHz Cortex-A55),Mali-G68 MP2,6,128,Dual SIM,6000,25.0,6.6,IPS LCD,90,Loudspeaker,50,13,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi DirectBluetooth	5.2, A2DP, LE",None
Samsung,Samsung Galaxy M54 5g,37999,2G / 3G / 4G LTE / 5G,2023-03-22,Android 13,Exynos1380 (5 nm),Octa-core (4x2.4 GHz Cortex-A78 & 4x2.0 GHz Cortex-A55),Mali-G68 MP5,8,256,Dual SIM,6000,25.0,6.7,AMOLED,90,Loudspeaker,108,32,"Wi-Fi802.11 a/b/g/n/ac,dual-band,Wi-Fi Direct,hotspotBluetooth 5.2, A2DP, LEA-GPS, GLONASS, GALILEO, BDS",None
Samsung,Samsung Galaxy S23,74999,2G / 3G / 4G LTE / 5G,2023-02-01,Android 13,Qualcomm Snapdragon8 Gen 2 for Galaxy (4 nm),Octa-Core (1x3.36Â GHz Cortex-X3 & 2x2.8Â GHz Cortex-A715 & 2x2.8Â GHz Cortex-A710 & 3x2.0Â GHz Cortex-A510),Adreno740 @ 719 Mhz,12,1000,eSIM,3900,45.0,6.1,Super AMOLED,120,Stereo Speakers,50,12,"Wi-Fi 802.11 a/b/g/n/ac/ax/be/7, dual-band,Wi-Fi Direct,hotspotBluetooth 5.3, A2DP, LE",IP68
Samsung,Samsung Galaxy Z Flip 5,99999,2G / 3G / 4G LTE / 5G,2023-02-01,Android 13,Qualcomm Snapdragon8 Gen 2 for Galaxy (4 nm),Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno740,8,512,eSIM,7000,25.0,6.7,AMOLED,120,Stereo Speakers,12,10,"Wi-Fi802.11 a/b/g/n/ac/6,tri-band,Wi-Fi DirectBluetooth5.3, A2DP, LE",IPX8
Samsung,Samsung Galaxy Z Fold 5,154999,2G / 3G / 4G LTE / 5G,2023-02-01,Android 13,Qualcomm Snapdragon8 Gen 2 for Galaxy (4 nm),Octa-core (1x3.36 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510),Adreno740,12,512,eSIM,4400,25.0,7.6,AMOLED,120,Stereo Speakers,50,4,"Wi-Fi 802.11 a/b/g/n/ac/6e/7, tri-band, Wi-Fi DirectBluetooth	5.3, A2DP, LE, aptX HD",IPX8
Sony,Sony Xperia 1 V,114790,2G / 3G / 4G LTE / 5G,2023-05-11,Android 13,Qualcomm Snapdragon8 Gen 2 (SM8550-AB),"Octa-core,4Â nm (4LPE)1x 3.20Â GHzKryo Prime(ARM Cortex-X3-based)4x 2.80Â GHzKryo Gold(2Ã—ARM Cortex-A715, 2Ã—ARM Cortex-A710-based)3x 2.0Â GHzKryo Silver(ARM Cortex-A510-based)",Adreno740,16,512,eSIM,4500,25.0,6.5,OLED,120,Stereo Speakers,52,12,"Wi-Fi802.11 a/b/g/n/ac/ax (2.4/5GHz)Bluetooth 5.3USB-CNFCGPSwithAssisted GPSGalileoGLONASSBeiDouMobile FeliCa/Osaifu-Keitai(XQ-DQ44, SO-51D, SOG10 and A301SO models only)",IPX8
Tecno,Tecno Camon 20,14999,2G / 3G / 4G LTE / 5G,2023-05-09,Android 13,Camon 20:MediaTek Helio G85Camon 20 Pro:MediaTek Helio G99Camon 20 Pro 5G and Camon 20 Premier 5G:MediaTek Dimensity 8050,"Camon 20: Octa-core, (2Ã—2.0Â GHzCortex-A75& 6Ã—1.8Â GHzCortex-A55)Camon 20 Pro: Octa-core, (2Ã—2.2Â GHzCortex-A76& 6Ã—2.0Â GHzCortex-A55)Camon 20 Pro 5G and Camon 20 Premier 5G: Octa-core, (1Ã—3.0Â GHzCortex-A78& 3Ã—2.6Â GHzCortex-A78& 4Ã—2.0Â GHzCortex-A55)","Mali-G52 MC2,Mali-G57 MC2,Mali-G77 MC9",8,512,eSIM,4500,45.0,6.67,AMOLED,120,Loudspeaker,64,32,"USB-C2.0Wi-Fi 802.11a/b/g/n/ac, dual-bandBluetooth 5.2, A2DP, LE",IP53
Tecno,Tecno Spark 10,9999,2G / 3G / 4G LTE / 5G,2023-03-13,Android 13,Spark 10C:UNISOC T606Spark 10:MediaTek Helio G85Spark 10 Pro:MediaTek Helio G88Spark 10 5G:MediaTek Dimensity 6020,"Spark 10C: Octa-core, (2Ã—1.6Â GHzCortex-A75& 6Ã—1.6Â GHzCortex-A55)Spark 10 and Spark 10 Pro: Octa-core, (2Ã—2.0Â GHzCortex-A75& 6Ã—1.8Â GHzCortex-A55)Spark 10 5G: Octa-core, (2Ã—2.2Â GHzCortex-A76& 6Ã—2.0Â GHzCortex-A55)","Mali-G57 MC1,Mali-G52 MC2,Mali-G57 MC2",8,256,eSIM,4500,18.0,6.6,IPS LCD,90,Loudspeaker,16,12,Bluetooth 5.0Wi-Fi 802.11b/g/n,IP53
Xiaomi,Xiaomi 13,47000,2G / 3G / 4G LTE / 5G,2022-12-11,Android 13,13/13 Pro:Qualcomm Snapdragon8 Gen 2 (4 nm)13 Lite:Qualcomm Snapdragon7 Gen 1 (4 nm),13/13 Pro:Octa-core (1x3.2 GHz Cortex-X3 & 2x2.8 GHz Cortex-A715 & 2x2.8 GHz Cortex-A710 & 3x2.0 GHz Cortex-A510)13 Lite:Octa-core (1x2.4 GHz Cortex-A710 & 3x2.36 GHz Cortex-A710 & 4x1.8 GHz Cortex-A510),13/13 Pro:Adreno74013 Lite:Adreno644,12,512,Dual SIM,4500,120.0,6.36,AMOLED,120,Stereo Speakers,50,32,"Wi-Fi 802.11 a/b/g/n/ac/6 or 6e (market dependent), dual-band, Wi-Fi DirectBluetooth 5.2, A2DP, LE",IP53
Asus,Asus ZenFone 8,44990,2G / 3G / 4G LTE / 5G,2021-05-12,Android 11,Qualcomm Snapdragon888 5G (5 nm),Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680),Adreno660,16,256,Dual SIM,4000,30.0,5.9,Super AMOLED,120,Loudspeaker,64,12,"Wi-Fi802.11 a/b/g/n/ac/6e, dual-band,Wi-Fi Direct,hotspotBluetooth5.2, A2DP, LE, aptX HD, aptX Adaptivedual-band A-GPS, GLONASS, GALILEO, BDS, QZSS, NavICNFC, FM radio",IP68
Xiaomi,Black Shark 4,39999,2G / 3G / 4G LTE / 5G,2021-03-30,Android 11,Black Shark 4/4S:Qualcomm Snapdragon870 5GBlack Shark 4 Pro:Qualcomm Snapdragon 888 5G (5 nm)Black Shark 4S Pro:Qualcomm Snapdragon 888+ 5G (5 nm),Black Shark 4/4S:Octa-core (1x3.2 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.80 GHz Kryo 585)Black Shark 4 Pro:Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680)Black Shark 4S Pro:Octa-core (1x3.0 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680,Black Shark 4/4S:Adreno650Black Shark 4 Pro/4S Pro:Adreno660,16,1000,Dual SIM,4500,120.0,6.67,Super AMOLED,144,Loudspeaker,48,20,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspotBluetooth 5.2, A2DP, LE, aptX HD, aptX Adaptive",IP68
FairPhone,Fairphone 4,44990,2G / 3G / 4G LTE / 5G,2021-09-30,Android 13,Qualcomm Snapdragon750G,Octa-core (1x2.84 GHz Kryo 680 & 3x2.42 GHz Kryo 680 & 4x1.80 GHz Kryo 680),Adreno660,8,256,Dual SIM,3905,45.0,6.3,IPS LCD,60,Loudspeaker,48,25,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspotBluetooth 5.2, A2DP, LE, aptX HD, aptX Adaptive",IP53
Huawei,Huawei Mate X2,204999,2G / 3G / 4G LTE / 5G,2021-02-25,HarmonyOS 2,Kirin 9000 5G(5nm),Octa-core (1x3.13 GHz Cortex-A77 & 3x2.54 GHz Cortex-A77 & 4x2.05 GHz Cortex-A55),Mali-G78 MP24,8,512,Dual SIM,4500,55.0,,OLED,90,Stereo Speakers,50,16,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspotBluetooth 5.2, A2DP, LE, aptX HD, aptX Adaptive",IP53
Huawei,Huawei Nova 8,37000,2G / 3G / 4G LTE / 5G,2021-08-05,Android 11,Nova 8:Kirin 820E (7nm)Nova 8 5G:Kirin 985 5G (7 nm),Nova 8:Hexa-core (3x2.22 GHz Cortex-A76 & 3x1.84 GHz Cortex-A55)Nova 8 5G:Octa-core (1x2.58 GHz Cortex-A76 & 3x2.40 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55),Nova 8:Mali-G57 (6-core)Nova 8 5G:Mali-G77 (8-core),8,256,Dual SIM,3800,66.0,6.57,OLED,90,Loudspeaker,64,32,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspotBluetooth 5.0, A2DP, LEA-GPS, GLONASS, BDS, GALILEO, QZSS",IP53
